,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Dirección,Motor(cilindraje),Tapizado,Placa,Tipo de Motor,Entrada desde,Cuotas desde,Número de cuotas,Sistemadeclimatización,Últimonúmerodelaplaca,TipodeMotor,Entradadesde,Cuotasdesde,Númerodecuotas
2327,84790,15.6,Cuenca,Negociable,USED,Renault,Todoterreno,Duster 1.6,,,,,,,,,,,,,,,,,,,,,,,
2328,135800,24.2,Cuenca,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,,,,,,,
2329,130000,18.8,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150,,,,,,,,,,,,,,,,,,,,,,,
2330,326,8.9,Quito,Negociable,USED,Hyundai,Van,H100,,,,,,,,,,,,,,,,,,,,,,,
2331,55000,10.4,Quito,Financiado,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,,,,,,,
2332,121000,10.9,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
2333,151000,10.3,Quito,Financiado,USED,Peugeot,Hatchback (5 Puertas),206,,,,,,,,,,,,,,,,,,,,,,,
2334,37000,13.9,Quito,Fijo,USED,Great Wall,Todoterreno,Haval M4,,,,,,,,,,,,,,,,,,,,,,,
2335,35000,34.8,Ambato,Negociable,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,,,,,,,
2336,100000,24.8,Guayaquil,Negociable,USED,BMW,Coupé,328i,,,,,,,,,,,,,,,,,,,,,,,
2337,45000,13.8,Quito,Negociable,USED,Chevrolet,Otro,ONIX LTZ TURBO,,,,,,,,,,,,,,,,,,,,,,,
2338,100000,46.0,Quito,Negociable,USED,Ford,Todoterreno,Expedition,,,,,,,,,,,,,,,,,,,,,,,
2339,75000,37.8,Guayaquil,Negociable,USED,Ford,Todoterreno,Edge Limited,,,,,,,,,,,,,,,,,,,,,,,
2340,11000,34.8,Guayaquil,Negociable,USED,Ford,Todoterreno,Expedition Eddie Bauer,,,,,,,,,,,,,,,,,,,,,,,
2341,96552,14.0,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,,,,,,,
2342,127000,48.0,Quito,Negociable,USED,Porsche,Todoterreno,Cayenne S Hybrid,,,,,,,,,,,,,,,,,,,,,,,
2343,75000,44.8,Quito,Negociable,USED,Audi,Todoterreno,Q5,,,,,,,,,,,,,,,,,,,,,,,
2344,120000,23.8,Quito,Negociable,USED,Mercedes Benz,Sedán,C230,,,,,,,,,,,,,,,,,,,,,,,
2345,200000,5.7,Quito,Negociable,USED,Volkswagen,Coupé,GOL 1.6,,,,,,,,,,,,,,,,,,,,,,,
2346,210000,8.8,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,,,,,,,
2347,56000,30.3,Quito,Negociable,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,,,,,,,
2348,210000,18.5,Quito,Negociable,USED,BMW,Todoterreno,X3,,,,,,,,,,,,,,,,,,,,,,,
2349,80000,17.3,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,#1719501,121000 Kms,Manuales,Manual,Gasolina,Calefacción,4 x 2,Plata,0.0,Hidráulica,1500.0,Tela,Pichincha,,,,,,,,,,
2350,45000,22.6,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,,,,,,,
2351,178000,14.8,Quito,Negociable,USED,Nissan,Todoterreno,Qashqai,,,,,,,,,,,,,,,,,,,,,,,
2352,1111111,7.8,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,El camino,,,,,,,,,,,,,,,,,,,,,,,
2353,205000,19.5,Quito,Negociable,USED,Toyota,Todoterreno,4 Runner SR5,,,,,,,,,,,,,,,,,,,,,,,
2354,111300,8.2,Cuenca,Negociable,USED,Nissan,Camioneta Cabina Simple,TL 720T,,,,,,,,,,,,,,,,,,,,,,,
2355,62000,44.8,Quito,Negociable,USED,Mercedes Benz,Sedán,S400 Hibrido,,,,,,,,,,,,,,,,,,,,,,,
2356,372000,10.9,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,Cheyenne,,,,,,,,,,,,,,,,,,,,,,,
2357,248,9.9,Quito,Negociable,USED,BMW,Sedán,325i,,,,,,,,,,,,,,,,,,,,,,,
2358,29000,17.8,Quito,Negociable,USED,Kia,Crossover,Stonic,,,,,,,,,,,,,,,,,,,,,,,
2359,89000,18.9,Guayaquil,Negociable,USED,Kia,Sedán,NIRO Hibrido,,,,,,,,,,,,,,,,,,,,,,,
2360,73000,12.9,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,,,,,,,
2361,43000,13.5,Quito,Negociable,USED,Great Wall,Sedán,C30 CONFORT,,,,,,,,,,,,,,,,,,,,,,,
2362,65000,35.8,Guayaquil,Negociable,USED,Mazda,Camioneta Cabina Simple,BT-50 4x4 Diesel,,,,,,,,,,,,,,,,,,,,,,,
2363,34000,12.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,,,,,,,
2364,127,28.3,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX,,,,,,,,,,,,,,,,,,,,,,,
2365,65000,11.8,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,,,,,,,
2366,64306,42.5,Guayaquil,Negociable,USED,Mini,Hatchback (3 Puertas),Cooper,,,,,,,,,,,,,,,,,,,,,,,
2367,1111,6.5,Quito,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris,,,,,,,,,,,,,,,,,,,,,,,
2368,146000,10.8,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,,,,,,,
2369,214000,15.9,Quito,Negociable,USED,Nissan,Camioneta Doble Cabina,Frontier,,,,,,,,,,,,,,,,,,,,,,,
2370,1111111,4.8,Quito,Negociable,USED,Ford,Hatchback (5 Puertas),Festiva,,,,,,,,,,,,,,,,,,,,,,,
2371,1111111,12.8,Quito,Negociable,USED,Chery,Van,Practivan,,,,,,,,,,,,,,,,,,,,,,,
2372,65000,20.8,Guayaquil,Negociable,USED,Changan,Todoterreno,CS 75,,,,,,,,,,,,,,,,,,,,,,,
2373,180000,12.2,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,,,,,,,
2374,111000,46.9,Cuenca,Negociable,USED,Jeep,Todoterreno,Wrangler Rubicon,,,,,,,,,,,,,,,,,,,,,,,
2375,105000,10.3,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,,,,,,,
2376,61000,19.4,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,,,,,,,
2377,11900,99.0,Cumbayá,Negociable,USED,Mercedes Benz,Convertible,E300,,,,,,,,,,,,,,,,,,,,,,,
2378,135000,10.8,Cuenca,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero,,,,,,,,,,,,,,,,,,,,,,,
2379,174500,17.9,Quito,Negociable,USED,BMW,Todoterreno,X3,,,,,,,,,,,,,,,,,,,,,,,
2380,236000,10.9,Ambato,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,,,,,,,
2381,221000,12.2,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Classic,,,,,,,,,,,,,,,,,,,,,,,
2382,171230,19.9,Quito,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,,,,,,,
2383,40000,13.9,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO EX 1.2,,,,,,,,,,,,,,,,,,,,,,,
2384,71000,19.9,Quito,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris,#1715791,1111 Kms,,,,,,Plata,9.0,,1500.0,,Pichincha,,,,,,,,,,
2385,19000,19.0,Quito,Negociable,USED,Ssangyong,Crossover,XLV,,,,,,,,,,,,,,,,,,,,,,,
2386,50800,27.3,Sangolqui,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,,,,,,,
2387,54000,26.8,Quito,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,,,,,,,
2388,55000,14.9,Quito,Negociable,USED,Mercedes Benz,Sedán,E230,,,,,,,,,,,,,,,,,,,,,,,
2389,23000,23.7,Quito,Negociable,USED,Great Wall,Todoterreno,Haval H6,,,,,,,,,,,,,,,,,,,,,,,
2390,160000,6.2,Cuenca,Negociable,USED,Renault,Hatchback (3 Puertas),Twingo,,,,,,,,,,,,,,,,,,,,,,,
2391,54000,13.6,Quito,Negociable,USED,Toyota,Hatchback (3 Puertas),Prius C Sport,,,,,,,,,,,,,,,,,,,,,,,
2392,14000,20.8,Cuenca,Negociable,USED,Chevrolet,Crossover,Tracker,,,,,,,,,,,,,,,,,,,,,,,
2393,7000,21.9,Cuenca,Negociable,USED,Citroen,Hatchback (5 Puertas),C3,,,,,,,,,,,,,,,,,,,,,,,
2394,160000,13.9,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50 CD 4x4,,,,,,,,,,,,,,,,,,,,,,,
2395,45000,13.4,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,,,,,,,
2396,101000,11.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
2397,4000,17.6,Quito,Negociable,USED,Renault,Station Wagon,STEPWAY INTENS FASE,,,,,,,,,,,,,,,,,,,,,,,
2398,1111111,12.5,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV D-MAX,,,,,,,,,,,,,,,,,,,,,,,
2399,113000,9.8,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
2400,87000,12.5,Quito,Negociable,USED,DongFeng,Hatchback (5 Puertas),H30 CROSS AC 1.6 5P 4X2,,,,,,,,,,,,,,,,,,,,,,,
2401,187450,8.9,Quito,Negociable,USED,Volkswagen,Sedán,Jetta Trendline TA,,,,,,,,,,,,,,,,,,,,,,,
2402,56323,17.9,Quito,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris,,,,,,,,,,,,,,,,,,,,,,,
2403,253000,9.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Vitara 3P,,,,,,,,,,,,,,,,,,,,,,,
2404,242000,16.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 FX4,,,,,,,,,,,,,,,,,,,,,,,
2405,112000,21.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,,,,,,,
2406,201000,11.7,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 3P,,,,,,,,,,,,,,,,,,,,,,,
2407,242000,16.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 DC 4X4,,,,,,,,,,,,,,,,,,,,,,,
2408,17000,24.8,Quito,Negociable,USED,Chevrolet,Crossover,Captiva Premier,,,,,,,,,,,,,,,,,,,,,,,
2409,139000,15.2,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.4 4x4,,,,,,,,,,,,,,,,,,,,,,,
2410,90000,30.9,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,,,,,,,
2411,80000,15.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,,,,,,,
2412,116000,38.2,Latacunga,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux SR5,,,,,,,,,,,,,,,,,,,,,,,
2413,60000,14.1,Quito,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero Stepway,,,,,,,,,,,,,,,,,,,,,,,
2414,105000,18.8,Guayaquil,Negociable,USED,Hyundai,Todoterreno,Tucson IX,,,,,,,,,,,,,,,,,,,,,,,
2415,150000,7.5,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,,,,,,,
2416,280000,16.7,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50 CD 4x4,,,,,,,,,,,,,,,,,,,,,,,
2417,201000,11.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Vitara 3P,,,,,,,,,,,,,,,,,,,,,,,
2418,256000,20.9,Ambato,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI  3.0 CD 4X2  DIESEL,,,,,,,,,,,,,,,,,,,,,,,
2419,1111111,12.5,Quito,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris,#1718009,56323 Kms,Eléctricos,Manual,,,4 x 2,Plata,3.0,,,,Pichincha,,,,,,,,,,
2420,1111,5.5,Quito,Negociable,USED,Volkswagen,Van,Kombi,,,,,,,,,,,,,,,,,,,,,,,
2421,30000,11.5,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,,,,,,,
2422,273000,8.9,Quito,Negociable,USED,Skoda,Sedán,Octavia,,,,,,,,,,,,,,,,,,,,,,,
2423,78000,17.9,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),Cerato,,,,,,,,,,,,,,,,,,,,,,,
2424,1111,7.3,Quito,Negociable,USED,Volkswagen,Hatchback (3 Puertas),Golf,,,,,,,,,,,,,,,,,,,,,,,
2425,0,7.9,Quito,Negociable,USED,Nissan,Sedán,Sentra,,,,,,,,,,,,,,,,,,,,,,,
2426,65000,21.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,,,,,,,
2427,52000,34.9,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux SR AC CD,,,,,,,,,,,,,,,,,,,,,,,
2428,141000,15.9,Guayaquil,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,,,,,,,
2429,70000,14.7,Quito,Negociable,USED,Kia,Sedán,Rio R,,,,,,,,,,,,,,,,,,,,,,,
2430,27000,15.9,Quito,Negociable,USED,Haval,Todoterreno,M4,,,,,,,,,,,,,,,,,,,,,,,
2431,80000,43.8,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x4 Diesel,,,,,,,,,,,,,,,,,,,,,,,
2432,0,14.7,Quito,Negociable,USED,Renault,Todoterreno,Duster 1.6,,,,,,,,,,,,,,,,,,,,,,,
2433,45000,21.9,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,WINGLE 7 2.0 CD 4X2 DIESEL,,,,,,,,,,,,,,,,,,,,,,,
2434,68000,13.4,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,,,,,,,
2435,123945,10.9,Quito,Fijo,USED,Nissan,Sedán,TIIDA ENTRY,,,,,,,,,,,,,,,,,,,,,,,
2436,65000,15.5,Guayaquil,Negociable,USED,Kia,Sedán,Rio LX AC,,,,,,,,,,,,,,,,,,,,,,,
2437,118000,42.8,Guayaquil,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,,,,,,,
2438,249549,15.9,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser,,,,,,,,,,,,,,,,,,,,,,,
2439,164000,9.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,,,,,,,
2440,149000,12.9,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Gol Power,,,,,,,,,,,,,,,,,,,,,,,
2441,111,9.9,Quito,Negociable,USED,Nissan,Sedán,Tiida,,,,,,,,,,,,,,,,,,,,,,,
2442,111000,15.4,Quito,Negociable,USED,Renault,Todoterreno,Koleos,,,,,,,,,,,,,,,,,,,,,,,
2443,139000,9.5,Quito,Negociable,USED,Peugeot,Sedán,407,,,,,,,,,,,,,,,,,,,,,,,
2444,381115,7.9,Quito,Fijo,USED,Mitsubishi,Todoterreno,Montero 3P,,,,,,,,,,,,,,,,,,,,,,,
2445,192000,13.9,Quito,Negociable,USED,Audi,Sedán,A4,,,,,,,,,,,,,,,,,,,,,,,
2446,150000,20.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Advance,,,,,,,,,,,,,,,,,,,,,,,
2447,90000,19.9,Quito,Negociable,USED,Hyundai,Todoterreno,TUCSON IX 2.0 4X4,,,,,,,,,,,,,,,,,,,,,,,
2448,90000,20.3,Quito,Negociable,USED,Hyundai,Todoterreno,Tucson IX,,,,,,,,,,,,,,,,,,,,,,,
2449,165500,13.0,Latacunga,Negociable,USED,Chevrolet,Todoterreno Ligero,Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,,,,,,,
2450,140000,11.3,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,,,,,,,
2451,180000,10.8,Quito,Negociable,USED,Mazda,Camioneta Cabina Simple,BT-50 CS 2.2,,,,,,,,,,,,,,,,,,,,,,,
2452,130000,8.9,Quito,Negociable,USED,Chevrolet,Mini van (MPV),N300 MAX CARGO 1.2L TM AC,,,,,,,,,,,,,,,,,,,,,,,
2453,105000,8.2,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,,,,,,,
2454,170000,9.5,Cuenca,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,#1675627,135000 Kms,Eléctricos,Secuencial,Gasolina,Climatizador,4 x 4,Gris,3.0,Hidráulica,2700.0,Cuero,Guayas,,,,,,,,,,
2455,111,5.0,Quito,Fijo,USED,Volkswagen,Hatchback (3 Puertas),Gol Rally,,,,,,,,,,,,,,,,,,,,,,,
2456,30000,11.6,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,,,,,,,
2457,105000,14.2,Cuenca,Negociable,USED,Chevrolet,Crossover,Tracker,,,,,,,,,,,,,,,,,,,,,,,
2458,125000,14.2,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,,,,,,,
2459,55000,4.9,Quito,Negociable,USED,Volkswagen,Coupé,Escarabajo,,,,,,,,,,,,,,,,,,,,,,,
2460,43000,24.3,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,,,,,,,
2461,19000,14.4,Quito,Negociable,USED,Peugeot,Sedán,301,,,,,,,,,,,,,,,,,,,,,,,
2462,108000,18.2,Cuenca,Negociable,USED,Kia,Crossover,NIRO Hibrido,,,,,,,,,,,,,,,,,,,,,,,
2463,112000,38.9,Quito,Negociable,USED,BMW,Todoterreno,X5 xDrive35i,,,,,,,,,,,,,,,,,,,,,,,
2464,112000,38.9,Quito,Negociable,USED,BMW,Todoterreno,X5 3.0L,,,,,,,,,,,,,,,,,,,,,,,
2465,14000,27.9,Quito,Negociable,USED,Mazda,Hatchback (5 Puertas),CX-3,,,,,,,,,,,,,,,,,,,,,,,
2466,14000,27.9,Quito,Negociable,USED,Mazda,Hatchback (5 Puertas),CX-3 Full,,,,,,,,,,,,,,,,,,,,,,,
2467,267000,8.9,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,,,,,,,
2468,106000,13.5,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),GOL 1.6,,,,,,,,,,,,,,,,,,,,,,,
2469,144900,10.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,,,,,,,
2470,158000,10.9,Quito,Negociable,USED,Audi,Hatchback (3 Puertas),A3,,,,,,,,,,,,,,,,,,,,,,,
2471,74000,23.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,,,,,,,
2472,168000,7.5,Quito,Negociable,USED,Mercedes Benz,Sedán,250,,,,,,,,,,,,,,,,,,,,,,,
2473,62000,27.9,Guayaquil,Negociable,USED,Kia,Todoterreno,SPORTAGE GT LINE AT,,,,,,,,,,,,,,,,,,,,,,,
2474,30000,32.9,Cuenca,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,,,,,,,
2475,50000,36.7,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV Dmax CD,,,,,,,,,,,,,,,,,,,,,,,
2476,170000,19.9,Quito,Negociable,USED,Volkswagen,Todoterreno,Touareg,,,,,,,,,,,,,,,,,,,,,,,
2477,140000,26.8,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,,,,,,,
2478,44000,14.7,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,,,,,,,
2479,44000,14.7,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),Picanto R,,,,,,,,,,,,,,,,,,,,,,,
2480,44000,14.7,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO EX 1.2,,,,,,,,,,,,,,,,,,,,,,,
2481,128000,16.9,Quito,Negociable,USED,BMW,Hatchback (3 Puertas),120i,,,,,,,,,,,,,,,,,,,,,,,
2482,145000,27.9,Quito,Negociable,USED,Mercedes Benz,Sedán,C300,,,,,,,,,,,,,,,,,,,,,,,
2483,21000,17.3,Guayaquil,Negociable,USED,Soueast,Todoterreno,DX3,,,,,,,,,,,,,,,,,,,,,,,
2484,50000,16.5,Quito,Negociable,USED,Hyundai,Sedán,Ioniq Hybrid,,,,,,,,,,,,,,,,,,,,,,,
2485,161000,43.5,Quito,Negociable,USED,Land Rover,Todoterreno,Range Rover,,,,,,,,,,,,,,,,,,,,,,,
2486,51000,58.0,Guayaquil,Negociable,USED,Chevrolet,Todoterreno,TrailBlazer DSL LTZ TA 2.8,,,,,,,,,,,,,,,,,,,,,,,
2487,90000,31.8,Guayaquil,Negociable,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,,,,,,,
2488,190000,21.9,Cuenca,Negociable,USED,Ford,Camioneta Cabina Simple,F150 4X4,,,,,,,,,,,,,,,,,,,,,,,
2489,62000,41.5,Quito,Negociable,USED,Mercedes Benz,Sedán,250,#1684996,168000 Kms,Manuales,Manual,Gasolina,Calefacción,4 x 2,Celeste,0.0,Hidráulica,2500.0,Otro,Guayas,6 CILINDROS,,,,,,,,,
2490,62000,41.5,Quito,Negociable,USED,BMW,Todoterreno,X5 4.4i,,,,,,,,,,,,,,,,,,,,,,,
2491,133000,14.8,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,,,,,,,
2492,133000,14.8,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara 5P,,,,,,,,,,,,,,,,,,,,,,,
2493,12000,32.9,Guayaquil,Negociable,USED,Mazda,Hatchback (5 Puertas),3,,,,,,,,,,,,,,,,,,,,,,,
2494,252000,9.8,Quito,Negociable,USED,Mercedes Benz,Sedán,280,,,,,,,,,,,,,,,,,,,,,,,
2495,61000,17.3,Quito,Negociable,USED,Toyota,Sedán,Yaris,,,,,,,,,,,,,,,,,,,,,,,
2496,61000,17.3,Quito,Negociable,USED,Toyota,Hatchback (3 Puertas),Yaris Sport,,,,,,,,,,,,,,,,,,,,,,,
2497,30000,18.5,Quito,Negociable,USED,Kia,Sedán,Rio LX AC,,,,,,,,,,,,,,,,,,,,,,,
2498,30000,18.5,Quito,Negociable,USED,Kia,Sedán,RIO LX,,,,,,,,,,,,,,,,,,,,,,,
2499,30000,18.5,Quito,Negociable,USED,Kia,Sedán,Rio,,,,,,,,,,,,,,,,,,,,,,,
2500,186000,23.9,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,,,,,,,
2501,161000,43.5,Quito,Negociable,USED,Land Rover,Todoterreno,Range Rover Sport,,,,,,,,,,,,,,,,,,,,,,,
2502,138000,57.0,Quito,Negociable,USED,Porsche,Todoterreno,Cayenne S Hybrid,,,,,,,,,,,,,,,,,,,,,,,
2503,178000,7.0,Quito,Negociable,USED,Mercedes Benz,Sedán,190E,,,,,,,,,,,,,,,,,,,,,,,
2504,200000,15.9,Quito,Negociable,USED,Mercedes Benz,Station Wagon,C320 T,,,,,,,,,,,,,,,,,,,,,,,
2505,200000,15.9,Quito,Negociable,USED,Mercedes Benz,Sedán,C320,,,,,,,,,,,,,,,,,,,,,,,
2506,32000,18.5,Guayaquil,Negociable,USED,Peugeot,Crossover,2008,,,,,,,,,,,,,,,,,,,,,,,
2507,120000,14.0,Ambato,Negociable,USED,Toyota,Hatchback (5 Puertas),Prius C Sport,,,,,,,,,,,,,,,,,,,,,,,
2508,116000,13.99,Guayaquil,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,,,,,,,
2509,190000,5.9,Quito,Negociable,USED,Fiat,Hatchback (3 Puertas),Uno Fire,,,,,,,,,,,,,,,,,,,,,,,
2510,75000,8.7,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,,,,,,,
2511,43000,52.0,Quito,Negociable,USED,Ford,Todoterreno,Explorer 5P,,,,,,,,,,,,,,,,,,,,,,,
2512,171000,19.5,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux SR AC CD,,,,,,,,,,,,,,,,,,,,,,,
2513,69410,22.4,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,,,,,,,
2514,142550,21.0,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 DC 4X2,,,,,,,,,,,,,,,,,,,,,,,
2515,92000,58.5,Quito,Negociable,USED,Ford,Todoterreno,Expedition,,,,,,,,,,,,,,,,,,,,,,,
2516,112000,11.8,Quito,Negociable,USED,Chevrolet,Mini van (MPV),N300 MAX CARGO 1.2L TM AC,,,,,,,,,,,,,,,,,,,,,,,
2517,260000,8.7,Quito,Negociable,USED,Chevrolet,Todoterreno,Rodeo,,,,,,,,,,,,,,,,,,,,,,,
2518,71000,16.6,Quito,Fijo,USED,Toyota,Hatchback (5 Puertas),Yaris Sport,,,,,,,,,,,,,,,,,,,,,,,
2519,200000,14.5,Ambato,Negociable,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,,,,,,,
2520,38000,17.8,Guayaquil,Negociable,USED,Baic,Todoterreno Ligero,X35,,,,,,,,,,,,,,,,,,,,,,,
2521,140000,24.5,Quito,Negociable,USED,BMW,Sedán,320i,,,,,,,,,,,,,,,,,,,,,,,
2522,165000,26.5,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero Blister,,,,,,,,,,,,,,,,,,,,,,,
2523,114000,13.8,Sangolqui,Negociable,USED,Kia,Sedán,Cerato,,,,,,,,,,,,,,,,,,,,,,,
2524,158000,16.5,Sangolqui,Negociable,USED,Toyota,Hatchback (5 Puertas),Prius C Sport,#1720106,120000 Kms,Eléctricos,Automática,Híbrido,Aire Acondicionado,,Blanco,,Hidráulica,1500.0,Tela,Pichincha,,,,,,,,,,
2525,223000,7.8,Sangolqui,Negociable,USED,Chevrolet,Sedán,Optra,,,,,,,,,,,,,,,,,,,,,,,
2526,50000,12.5,Sangolqui,Negociable,USED,Lexus,Todoterreno,RX 330,,,,,,,,,,,,,,,,,,,,,,,
