,Año,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Motor(cilindraje),Placa,Tapizado,Dirección,Entrada desde,Cuotas desde,Número de cuotas,Tipo de Motor
935,2020,79000,12.9,Quito,Fijo,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,
936,2013,15516,79.9,Quito,Negociable,USED,Toyota,Todoterreno,FJ Cruiser,,,,,,,,,,,,,,,,,
937,2023,1,50.99,Cuenca,Fijo,USED,Ford,Camioneta Doble Cabina,RANGER XLS,,,,,,,,,,,,,,,,,
938,2023,1,50.99,Cuenca,Fijo,USED,Ford,Todoterreno,Ranger,,,,,,,,,,,,,,,,,
939,2013,112000,14.5,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,
940,2023,1,50.99,Cuenca,Fijo,USED,Ford,Camioneta Doble Cabina,RANGER DC,,,,,,,,,,,,,,,,,
941,2023,1,50.99,Cuenca,Fijo,USED,Ford,Camioneta Doble Cabina,Ranger CD,,,,,,,,,,,,,,,,,
942,2012,130000,12.99,Quito,Negociable,USED,Nissan,Camioneta Doble Cabina,Frontier NP300,,,,,,,,,,,,,,,,,
943,2020,84000,38.9,Quito,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,
944,2016,64886,41.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150,,,,,,,,,,,,,,,,,
945,2022,25000,19.8,Ambato,Negociable,USED,Soueast,Todoterreno,DX7 Prime,,,,,,,,,,,,,,,,,
946,2008,172000,15.5,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
947,2018,60000,41.7,Quito,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,
948,2013,157172,29.9,Ambato,Fijo,USED,Ford,Camioneta Doble Cabina,F150 DC 4X4,,,,,,,,,,,,,,,,,
949,2007,260000,16.9,Quito,Negociable,USED,Toyota,Todoterreno,Prado 3P,,,,,,,,,,,,,,,,,
950,2014,85000,30.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 FX4,,,,,,,,,,,,,,,,,
951,2008,180000,15.9,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,B2600 CD,,,,,,,,,,,,,,,,,
952,2020,61595,32.9,Quito,Negociable,USED,Mazda,Todoterreno,CX-5 Full,,,,,,,,,,,,,,,,,
953,2008,160552,23.9,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 4.0,,,,,,,,,,,,,,,,,
954,2016,75000,16.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
955,2018,55000,22.5,Ambato,Negociable,USED,Mazda,Crossover,CX-3,,,,,,,,,,,,,,,,,
956,2012,119000,16.9,Quito,Negociable,USED,Honda,Coupé,Civic,,,,,,,,,,,,,,,,,
957,2014,56000,15.5,Ambato,Negociable,USED,Nissan,Sedán,Sentra Exclusive,,,,,,,,,,,,,,,,,
958,2021,48000,19.0,Ambato,Negociable,USED,Kia,Sedán,RIO LX,,,,,,,,,,,,,,,,,
959,2021,36000,13.5,Ambato,Negociable,USED,Kia,Hatchback (5 Puertas),Picanto R,,,,,,,,,,,,,,,,,
960,2019,36200,27.9,Quito,Fijo,USED,Kia,Todoterreno,SPORTAGE R GTI,,,,,,,,,,,,,,,,,
961,2021,12000,23.8,Ambato,Negociable,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,,,,
962,2010,178000,16.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,Silverado,,,,,,,,,,,,,,,,,
963,2021,24100,15.9,Quito,Fijo,USED,Haval,Todoterreno,M4,,,,,,,,,,,,,,,,,
964,2008,46296,68.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,#1707856,60000 Kms,,,,,,,,,,,,,,,
965,2019,140000,10.9,Quito,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
966,2019,19000,54.9,Quito,Negociable,USED,Mazda,Todoterreno,CX-9,,,,,,,,,,,,,,,,,
967,2010,35406,78.9,Quito,Negociable,USED,Mitsubishi,Sedán,Lancer Evolution X,,,,,,,,,,,,,,,,,
968,2006,230000,11.9,Quito,Fijo,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,
969,2019,28545,24.8,Quito,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
970,2014,96300,15.8,Quito,Fijo,USED,Ford,Todoterreno,Ecosport Titanium,,,,,,,,,,,,,,,,,
971,2004,219000,8.9,Quito,Fijo,USED,Volkswagen,Hatchback (5 Puertas),Golf,,,,,,,,,,,,,,,,,
972,2022,17000,13.4,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,
973,2022,15000,13.4,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,
974,2011,180000,12.9,Quito,Negociable,USED,Nissan,Camioneta Doble Cabina,Frontier,,,,,,,,,,,,,,,,,
975,2019,23000,16.9,Quito,Negociable,USED,Zotye,Todoterreno,T600,,,,,,,,,,,,,,,,,
976,2013,176311,18.9,Quito,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,
977,2015,76700,17.0,Quito,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
978,2022,7000,22.9,Quito,Negociable,USED,Chevrolet,Todoterreno,GROOVE LTZ,,,,,,,,,,,,,,,,,
979,2010,100000,15.9,Quito,Negociable,USED,Nissan,Todoterreno,Rogue,,,,,,,,,,,,,,,,,
980,2008,210000,6.49,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,
981,2017,61209,42.5,Quito,Negociable,USED,Audi,Todoterreno,Q5,,,,,,,,,,,,,,,,,
982,2020,503,36.0,Cuenca,Negociable,USED,Hyundai,Hatchback (3 Puertas),Veloster,,,,,,,,,,,,,,,,,
983,2007,166081,8.5,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Aveo Activo,,,,,,,,,,,,,,,,,
984,2013,178000,7.99,Quito,Negociable,USED,Kia,Sedán,Rio Stylus,,,,,,,,,,,,,,,,,
985,2019,137900,29.5,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE GT LINE AT,,,,,,,,,,,,,,,,,
986,2014,207000,17.9,Quito,Negociable,USED,Mazda,SUV,CX-5,,,,,,,,,,,,,,,,,
987,1987,3000,10.9,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero 3P,,,,,,,,,,,,,,,,,
988,2015,117000,17.9,Quito,Negociable,USED,Ford,Todoterreno,Ecosport Titanium,,,,,,,,,,,,,,,,,
989,2012,89000,15.6,Quito,Negociable,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,
990,2018,17000,37.9,Quito,Negociable,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,
991,2009,230000,10.4,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
992,2020,15000,15.5,Ambato,Negociable,USED,Changan,Todoterreno,CS35,,,,,,,,,,,,,,,,,
993,2020,40000,14.5,Ambato,Negociable,USED,Changan,Todoterreno,CS 15,,,,,,,,,,,,,,,,,
994,2014,151000,14.8,Atuntaqui,Negociable,USED,Chevrolet,Todoterreno,Tracker,,,,,,,,,,,,,,,,,
995,2020,52870,22.49,Quito,Negociable,USED,Great Wall,Camioneta Cabina Simple,WINGLE 7 2.0 CD 4X2 DIESEL,,,,,,,,,,,,,,,,,
996,2014,196960,13.49,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
997,2016,125570,13.99,Quito,Negociable,USED,Great Wall,Todoterreno,H5 TURBO 4X2 AC,,,,,,,,,,,,,,,,,
998,2015,134600,14.99,Quito,Negociable,USED,Suzuki,Hatchback (5 Puertas),GRAN VITARA SZ NEXT,,,,,,,,,,,,,,,,,
999,2022,4800,27.49,Quito,Negociable,USED,Hyundai,Hatchback (3 Puertas),Veloster,#1723184,503 Kms,Eléctricos,Automática,Gasolina,Climatizador,4 x 2,Blanco,0.0,1600.0,,Cuero,Electrónica,,,,204 HP
1000,2009,213392,6.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
1001,2014,170000,11.9,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
1002,1999,159000,11.9,Cuenca,Negociable,USED,Datsun,Camioneta Cabina Simple,1200,,,,,,,,,,,,,,,,,
1003,2007,301385,13.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV Dmax CD V6,,,,,,,,,,,,,,,,,
1004,2012,266134,30.9,Quito,Negociable,USED,Ford,Station Wagon,Explorer XLT,,,,,,,,,,,,,,,,,
1005,2014,56000,14.8,Quito,Negociable,USED,Chevrolet,Crossover,Tracker,,,,,,,,,,,,,,,,,
1006,1957,100000,22.0,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,3100,,,,,,,,,,,,,,,,,
1007,2018,38000,57.8,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150 DC 4X4,,,,,,,,,,,,,,,,,
1008,2020,61252,18.7,Quito,Negociable,USED,Kia,Todoterreno,Soul,,,,,,,,,,,,,,,,,
1009,2014,55000,34.9,Quito,Negociable,USED,Audi,Todoterreno,Q5,,,,,,,,,,,,,,,,,
1010,2019,88200,16.99,Quito,Negociable,USED,Great Wall,Todoterreno,H3,,,,,,,,,,,,,,,,,
1011,2022,19000,43.8,Cuenca,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,Sportero L200 Triton,,,,,,,,,,,,,,,,,
1012,2019,68000,39.8,Ambato,Negociable,USED,Toyota,Otro,NEW HILUX 2.7,,,,,,,,,,,,,,,,,
1013,2022,19000,43.8,Cuenca,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,Sportero L200 Limited,,,,,,,,,,,,,,,,,
1014,2022,19000,43.8,Cuenca,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,Sportero L200,,,,,,,,,,,,,,,,,
1015,2022,19000,43.8,Cuenca,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,L200,,,,,,,,,,,,,,,,,
1016,2018,71020,17.99,Quito,Negociable,USED,Great Wall,Todoterreno,H5 TURBO 4X2 AC,,,,,,,,,,,,,,,,,
1017,2013,103148,19.49,Quito,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,
1018,2018,94000,17.49,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
1019,2019,63670,27.9,Quito,Negociable,USED,Great Wall,Todoterreno,HAVAL H6 SUPREME,,,,,,,,,,,,,,,,,
1020,2004,226302,8.0,Loja,Fijo,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,
1021,2020,59000,18.5,Loja,Fijo,USED,Great Wall,Camioneta Cabina Simple,WINGLE STEED 2.4 CD 4X2 TM,,,,,,,,,,,,,,,,,
1022,2014,166000,17.8,Loja,Fijo,USED,Mazda,Camioneta Doble Cabina,BT-50 CD 4x4,,,,,,,,,,,,,,,,,
1023,2002,300000,10.7,Quito,Negociable,USED,Chevrolet,Todoterreno,Trooper 5P,,,,,,,,,,,,,,,,,
1024,2018,78000,17.9,Quito,Negociable,USED,Renault,Todoterreno,Duster 2.0,,,,,,,,,,,,,,,,,
1025,2019,60000,9.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,
1026,2011,195000,12.3,Atuntaqui,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
1027,2011,174000,8.9,Quito,Negociable,USED,Skoda,Hatchback (5 Puertas),Fabia,,,,,,,,,,,,,,,,,
1028,2019,119197,30.0,Samborondón,Negociable,USED,Skoda,Todoterreno,kodiaq,,,,,,,,,,,,,,,,,
1029,2005,280000,6.9,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Gol Confortline 1.8,,,,,,,,,,,,,,,,,
1030,2005,281000,5.5,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Fox,,,,,,,,,,,,,,,,,
1031,2022,55000,21.5,Quito,Negociable,USED,DongFeng,Camioneta Doble Cabina,RICH,,,,,,,,,,,,,,,,,
1032,2015,135000,25.3,Atuntaqui,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI FULL AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,
1033,2020,59000,22.5,Atuntaqui,Negociable,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,,,,
1034,2014,146342,9.9,Quito,Negociable,USED,Ford,Todoterreno,Edge,#1717084,103148 Kms,,,,,,,,,,,,,,,
1035,2018,113000,16.5,Ambato,Negociable,USED,Citroen,Mini van (MPV),Berlingo Multispace,,,,,,,,,,,,,,,,,
1036,2023,21000,22.8,Ambato,Negociable,USED,Gac,Todoterreno,GS4,,,,,,,,,,,,,,,,,
1037,2019,76000,16.5,Ambato,Negociable,USED,Citroen,Mini van (MPV),Berlingo Multispace,,,,,,,,,,,,,,,,,
1038,2023,12000,31.8,Ambato,Negociable,USED,Changan,Camioneta Doble Cabina,HUNTER,,,,,,,,,,,,,,,,,
1039,2019,42000,16.5,Quito,Negociable,USED,Kia,Sedán,Rio LX AC,,,,,,,,,,,,,,,,,
1040,2022,19000,19.49,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),RIO EX,,,,,,,,,,,,,,,,,
1041,2023,0,51.39,Guayaquil,Fijo,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
1042,2019,72000,20.9,Quito,Negociable,USED,Kia,Crossover,NIRO Hibrido,,,,,,,,,,,,,,,,,
1043,2016,90000,16.9,Quito,Negociable,USED,Suzuki,Todoterreno,GRAN VITARA SZ NEXT,,,,,,,,,,,,,,,,,
1044,2022,32000,25.9,Quito,Negociable,USED,Mazda,Crossover,CX-3 ENTRY,,,,,,,,,,,,,,,,,
1045,2020,40000,18.5,Quito,Negociable,USED,Kia,Todoterreno,Soul,,,,,,,,,,,,,,,,,
1046,2022,13000,22.999,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,,,,
1047,2018,85700,40.3,Ambato,Negociable,USED,Toyota,Todoterreno,New Fortuner,,,,,,,,,,,,,,,,,
1048,2020,26000,16.8,Quito,Negociable,USED,Volkswagen,Sedán,Virtus,,,,,,,,,,,,,,,,,
1049,2017,110000,17.8,Ambato,Negociable,USED,Volkswagen,Sedán,Jetta Trendline TA,,,,,,,,,,,,,,,,,
1050,2019,165000,28.8,Ambato,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,
1051,2019,67000,15.8,Ambato,Negociable,USED,Chery,Todoterreno,Tiggo 7,,,,,,,,,,,,,,,,,
1052,2021,45000,19.5,Ambato,Negociable,USED,Changan,Todoterreno,CS 55,,,,,,,,,,,,,,,,,
1053,2016,133000,15.8,Ambato,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
1054,2013,120000,22.5,Ambato,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
1055,2016,148000,21.8,Ambato,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,
1056,2019,90000,19.5,Atuntaqui,Negociable,USED,Great Wall,Camioneta Doble Cabina,Wingle 5 AC CD 4X4,,,,,,,,,,,,,,,,,
1057,2015,106000,14.9,Quito,Negociable,USED,Renault,Todoterreno,Duster 1.6,,,,,,,,,,,,,,,,,
1058,2007,329000,6.9,Quito,Negociable,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,
1059,2013,111000,16.6,Quito,Negociable,USED,Jeep,Todoterreno,Compass,,,,,,,,,,,,,,,,,
1060,2020,42080,21.99,Quito,Negociable,USED,Peugeot,Crossover,2008,,,,,,,,,,,,,,,,,
1061,2009,83000,11.1,Quito,Negociable,USED,Volkswagen,Sedán,JETTA EUROPA 2.0,,,,,,,,,,,,,,,,,
1062,2017,105000,28.3,Ambato,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
1063,2014,178000,13.9,Quito,Negociable,USED,Ford,Todoterreno,Ecosport,,,,,,,,,,,,,,,,,
1064,2018,86500,15.4,Quito,Negociable,USED,Great Wall,Todoterreno,H6,,,,,,,,,,,,,,,,,
1065,2017,60000,25.5,Atuntaqui,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
1066,2022,10591,28.5,Quito,Negociable,USED,JAC,Camioneta Doble Cabina,T8,,,,,,,,,,,,,,,,,
1067,2018,74280,12.49,Quito,Negociable,USED,Great Wall,Sedán,C30 CONFORT,,,,,,,,,,,,,,,,,
1068,2020,67050,19.99,Quito,Negociable,USED,Great Wall,Todoterreno,Haval H6,,,,,,,,,,,,,,,,,
1069,2010,180000,15.9,Quito,Negociable,USED,Changan,Todoterreno,CS 55,#1711945,45000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Blanco,5.0,1500.0,Guayas,Cuero,Electrónica,,,,
1070,2002,361000,10.8,Atuntaqui,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV CD,,,,,,,,,,,,,,,,,
1071,2013,163000,23.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150,,,,,,,,,,,,,,,,,
1072,2014,97000,17.9,Quito,Negociable,USED,Citroen,Hatchback (3 Puertas),DS3,,,,,,,,,,,,,,,,,
1073,2018,91000,14.0,Ambato,Negociable,USED,Changan,Todoterreno,CS35,,,,,,,,,,,,,,,,,
1074,2013,205000,14.3,Ambato,Negociable,USED,Mazda,Camioneta Cabina Simple,BT-50 CS 2.2,,,,,,,,,,,,,,,,,
1075,2019,90500,13.99,Quito,Negociable,USED,Great Wall,Sedán,C30 CONFORT,,,,,,,,,,,,,,,,,
1076,2015,105570,13.69,Quito,Negociable,USED,Great Wall,Todoterreno,H5 TURBO 4X2 AC,,,,,,,,,,,,,,,,,
1077,2023,8000,27.8,Ambato,Negociable,USED,Changan,Camioneta Doble Cabina,HUNTER,,,,,,,,,,,,,,,,,
1078,2013,210000,25.8,Atuntaqui,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
1079,2020,78000,20.5,Ambato,Negociable,USED,Changan,Todoterreno,CS 55,,,,,,,,,,,,,,,,,
1080,2016,65000,16.0,Ambato,Negociable,USED,Great Wall,Todoterreno,H5 TURBO 4X2 AC,,,,,,,,,,,,,,,,,
1081,2019,70000,17.8,Atuntaqui,Negociable,USED,Great Wall,Camioneta Cabina Simple,Wingle 5 AC CS 4X2,,,,,,,,,,,,,,,,,
1082,2022,38460,12.99,Quito,Negociable,USED,Shineray,Van,X30 CARGO,,,,,,,,,,,,,,,,,
1083,2019,42000,28.8,Atuntaqui,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
1084,2019,60000,19.3,Ambato,Negociable,USED,Kia,Sedán,RIO EX,,,,,,,,,,,,,,,,,
1085,2021,48000,45.0,Ambato,Negociable,USED,Mazda,Todoterreno,CX-5 Full,,,,,,,,,,,,,,,,,
1086,2013,208000,26.0,Atuntaqui,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x4 Diesel,,,,,,,,,,,,,,,,,
1087,2018,97000,12.5,Ambato,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
1088,2013,224000,23.8,Atuntaqui,Negociable,USED,Toyota,Camioneta Cabina Simple,Hilux CS 4x4,,,,,,,,,,,,,,,,,
1089,2018,98000,23.0,Ambato,Negociable,USED,Chevrolet,Todoterreno,Equinox,,,,,,,,,,,,,,,,,
1090,2019,93000,12.5,Ambato,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
1091,2018,189000,18.5,Ambato,Negociable,USED,Great Wall,Camioneta Doble Cabina,Wingle 4x4 Diesel CD Pick Up,,,,,,,,,,,,,,,,,
1092,2020,24000,20.3,Ambato,Negociable,USED,Fiat,Hatchback (3 Puertas),500 Sport,,,,,,,,,,,,,,,,,
1093,2019,162000,12.0,Ambato,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
1094,2018,132000,15.3,Ambato,Negociable,USED,Renault,Todoterreno,Duster 1.6,,,,,,,,,,,,,,,,,
1095,2019,134000,17.2,Ambato,Negociable,USED,JAC,Camioneta Doble Cabina,HFC 1037DEV,,,,,,,,,,,,,,,,,
1096,2004,169000,16.5,Quito,Negociable,USED,Volkswagen,Todoterreno,Touareg,,,,,,,,,,,,,,,,,
1097,2018,92000,16.5,Ambato,Negociable,USED,Citroen,Mini van (MPV),Berlingo Multispace,,,,,,,,,,,,,,,,,
1098,2018,166000,18.5,Ambato,Negociable,USED,Great Wall,Camioneta Doble Cabina,Wingle 4x4 Diesel CD Pick Up,,,,,,,,,,,,,,,,,
1099,2013,190000,22.0,Ambato,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
1100,2019,62220,18.49,Quito,Fijo,USED,Great Wall,Todoterreno,Haval H2,,,,,,,,,,,,,,,,,
1101,2022,60732,14.49,Quito,Fijo,USED,Soueast,Sedán,A5,,,,,,,,,,,,,,,,,
1102,2020,42037,21.49,Quito,Negociable,USED,Great Wall,Todoterreno,Haval H6,,,,,,,,,,,,,,,,,
1103,2016,102500,17.0,Cuenca,Negociable,USED,Hyundai,Sedán,Sonata,,,,,,,,,,,,,,,,,
1104,2011,148000,11.9,Ambato,Negociable,USED,Chevrolet,Sedán,Sail,#1686565,97000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Plata,3.0,1400.0,Pichincha,Tela,Hidráulica,,,,
1105,2002,244050,11.79,Quito,Fijo,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,
1106,2019,63000,20.5,Ambato,Negociable,USED,Changan,Todoterreno,CS 55,,,,,,,,,,,,,,,,,
1107,2018,111000,16.5,Ambato,Negociable,USED,Great Wall,Camioneta Doble Cabina,WINGLE,,,,,,,,,,,,,,,,,
1108,2011,0,38.0,Ambato,Negociable,USED,Peugeot,Hatchback (3 Puertas),207 Compact,,,,,,,,,,,,,,,,,
1109,2018,164000,16.0,Ambato,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
1110,2013,164670,12.69,Quito,Fijo,USED,Great Wall,Todoterreno,H5 Elite,,,,,,,,,,,,,,,,,
1111,1980,111000,9.3,Ambato,Negociable,USED,Toyota,Camioneta Cabina Simple,Stout,,,,,,,,,,,,,,,,,
1112,2018,73890,15.99,Quito,Fijo,USED,Great Wall,Camioneta Doble Cabina,Wingle 4x2 Gas CD Pick Up,,,,,,,,,,,,,,,,,
1113,2018,103560,12.9,Quito,Fijo,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
1114,2018,46800,19.49,Quito,Fijo,USED,Chevrolet,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,
1115,2019,78000,25.8,Ambato,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50 CD 4x2,,,,,,,,,,,,,,,,,
1116,2019,65400,12.49,Quito,Fijo,USED,Shineray,Van Pasajeros,X30,,,,,,,,,,,,,,,,,
1117,2022,37250,24.49,Quito,Fijo,USED,Great Wall,Camioneta Cabina Simple,WINGLE 7 2.0 CD 4X2 DIESEL,,,,,,,,,,,,,,,,,
1118,2014,69645,39.9,Quito,Negociable,USED,Jeep,Todoterreno,Grand Cherokee Limited,,,,,,,,,,,,,,,,,
1119,2009,153943,11.9,Quito,Negociable,USED,Peugeot,Sedán,407,,,,,,,,,,,,,,,,,
1120,2019,112100,14.49,Quito,Fijo,USED,Great Wall,Todoterreno,M4,,,,,,,,,,,,,,,,,
1121,2012,108448,94.9,Quito,Negociable,USED,BMW,Todoterreno,X6 M,,,,,,,,,,,,,,,,,
1122,1978,139040,16.0,Samborondón,Negociable,USED,Mercedes Benz,Sedán,280SE,,,,,,,,,,,,,,,,,
1123,2020,40000,13.5,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),Picanto R,,,,,,,,,,,,,,,,,
1124,2017,68590,15.49,Quito,Fijo,USED,Zotye,Todoterreno,T600,,,,,,,,,,,,,,,,,
1125,2019,125435,11.99,Quito,Fijo,USED,Shineray,Van Pasajeros,X30L,,,,,,,,,,,,,,,,,
1126,2015,126000,45.9,Quito,Negociable,USED,Ford,Todoterreno,Expedition,,,,,,,,,,,,,,,,,
1127,2012,173000,20.5,Manta,Negociable,USED,Ford,Camioneta Doble Cabina,F150 SC AC3.7 CD 4X2 TA,,,,,,,,,,,,,,,,,
1128,2006,196388,28.0,Quito,Negociable,USED,Porsche,Todoterreno,Cayenne,,,,,,,,,,,,,,,,,
1129,2003,50000,7.8,Guayaquil,Negociable,USED,Kia,Todoterreno,Sportage Wagon,,,,,,,,,,,,,,,,,
1130,2019,51750,16.99,Quito,Fijo,USED,Zotye,Todoterreno,T600,,,,,,,,,,,,,,,,,
1131,2014,167014,27.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150,,,,,,,,,,,,,,,,,
1132,2016,82693,45.9,Quito,Negociable,USED,Dodge,Todoterreno,Durango,,,,,,,,,,,,,,,,,
1133,2019,70000,27.89,Quito,Fijo,USED,Haval,Todoterreno,All new H6 Supreme R,,,,,,,,,,,,,,,,,
1134,2013,190000,12.8,Quito,Negociable,USED,Hyundai,Sedán,Accent New,,,,,,,,,,,,,,,,,
1135,2013,190000,12.8,Quito,Negociable,USED,Hyundai,Sedán,Accent,,,,,,,,,,,,,,,,,
1136,2007,121000,7.8,Cuenca,Negociable,USED,Volkswagen,Hatchback (5 Puertas),GOL CONFORT,,,,,,,,,,,,,,,,,
1137,2014,63500,38.9,Quito,Negociable,USED,Honda,Van,Odissey,,,,,,,,,,,,,,,,,
1138,1969,46997,15.9,Quito,Negociable,USED,Mercedes Benz,Sedán,280S,,,,,,,,,,,,,,,,,
1139,2018,136500,15.99,Quito,Fijo,USED,Mercedes Benz,Sedán,280SE,#1416148,86900 Millas,Eléctricos,Automática,Gasolina,,,,,,,,,,,,
1140,2018,75298,42.9,Quito,Negociable,USED,Toyota,Todoterreno,New Fortuner,,,,,,,,,,,,,,,,,
1141,2010,154949,14.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
1142,2005,211396,8.9,Quito,Negociable,USED,Volkswagen,Sedán,Jetta Trendline 2.0 TM,,,,,,,,,,,,,,,,,
1143,2016,139000,13.8,Quito,Negociable,USED,Great Wall,Todoterreno,H5,,,,,,,,,,,,,,,,,
1144,2017,129287,17.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
1145,2020,47000,13.6,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),picanto pro,,,,,,,,,,,,,,,,,
